step,score,score_norm,pi_norm,pco2
1,50.2316370313328,1,1,19.7
2,52.4635877405919,1.04443316684795,0.928754694530175,46
3,59.3164961008375,1.18085930713024,1.13925556836351,47.9
4,47.1653676415404,0.938957406706062,0.923648037283556,53.8
5,42.7979350557433,0.852011552580844,1.08092564359995,63.3
6,38.4438744481173,0.765331904754316,1.0604494354169,38.8
7,34.683033751787,0.690461943936904,0.855662563988151,33.5
